53.058100	-4.079500	559.30
53.058100	-4.078900	532.60
53.058100	-4.078300	512.70
53.058100	-4.077700	498.40
53.058100	-4.077200	489.90
53.058100	-4.076600	482.60
53.058100	-4.076000	478.10
53.058100	-4.075400	473.70
53.058100	-4.074800	467.80
53.058100	-4.074200	459.00
53.058100	-4.073600	448.30
53.058100	-4.073000	439.70
53.058100	-4.072400	433.80
53.058100	-4.071800	432.30
53.058100	-4.071200	435.70
53.058100	-4.070600	441.00
53.058100	-4.070000	447.20
53.058100	-4.069400	455.30
53.058100	-4.068900	463.70
53.058100	-4.068300	475.60
53.058100	-4.067700	488.70
53.058100	-4.067100	503.00
53.058100	-4.066500	519.10
53.058100	-4.065900	538.00
53.058100	-4.065300	556.00
53.058100	-4.064700	573.30
53.058100	-4.064100	590.10
53.058100	-4.063500	608.10
53.058100	-4.062900	626.00
53.058100	-4.062300	644.50
53.058100	-4.061700	664.60
53.058100	-4.061100	687.00
53.058100	-4.060600	706.30
53.058100	-4.060000	730.40
53.058100	-4.059400	751.50
53.058100	-4.058800	769.40
53.058100	-4.058200	784.70
53.058100	-4.057600	797.70
53.058100	-4.057000	809.20
53.058100	-4.056400	820.40
53.058100	-4.055800	831.60
53.058100	-4.055200	842.80
53.058100	-4.054600	848.10
53.058100	-4.054000	847.80
53.058100	-4.053400	840.60
53.058100	-4.052900	829.40
53.058100	-4.052300	813.70
53.058100	-4.051700	795.00
53.058100	-4.051100	786.80
53.058100	-4.050500	782.70
53.058100	-4.049900	780.50
53.058100	-4.049300	774.20
53.058100	-4.048700	761.00
53.058100	-4.048100	743.80
53.058100	-4.047500	723.60
53.058100	-4.046900	700.30
53.058100	-4.046300	678.40
53.058100	-4.045700	657.60
53.058100	-4.045100	637.80
53.058100	-4.044600	622.40
53.058100	-4.044000	605.00
53.058100	-4.043400	589.10
53.058100	-4.042800	573.40
53.058100	-4.042200	557.00
53.058100	-4.041600	539.60
53.058100	-4.041000	522.30
53.058100	-4.040400	509.80
53.058100	-4.039800	501.00
53.058100	-4.039200	496.20
53.058100	-4.038600	494.40
53.058100	-4.038000	492.50
53.058100	-4.037400	491.00
53.058100	-4.036800	492.20
53.058100	-4.036300	494.60
53.058100	-4.035700	497.90
53.058100	-4.035100	501.20
53.058100	-4.034500	507.50
53.058100	-4.033900	513.90
53.058100	-4.033300	519.80
53.058100	-4.032700	527.00
53.058100	-4.032100	537.00
53.058100	-4.031500	548.00
53.058100	-4.030900	557.30
53.058100	-4.030300	565.70
53.058100	-4.029700	573.30
53.058100	-4.029100	580.30
53.058100	-4.028500	585.80
53.058100	-4.028000	587.50
53.058100	-4.027400	586.50
53.058100	-4.026800	579.30
53.058100	-4.026200	564.40
53.058100	-4.025600	541.90
53.058100	-4.025000	510.70
53.058100	-4.024400	477.10
53.058100	-4.023800	442.00
53.058100	-4.023200	406.70
53.058100	-4.022600	374.40
53.058100	-4.022000	343.90
53.058100	-4.021400	314.80
53.058100	-4.020800	287.20
53.058300	-4.079500	564.00
53.058300	-4.078900	536.40
53.058300	-4.078300	516.60
53.058300	-4.077700	502.80
53.058300	-4.077200	494.60
53.058300	-4.076600	487.70
53.058300	-4.076000	483.30
53.058300	-4.075400	479.40
53.058300	-4.074800	473.90
53.058300	-4.074200	464.60
