53.08043	-4.021420	367.6
53.08054	-4.022545	372.0
53.08061	-4.023818	368.7
53.08083	-4.025620	353.7
53.08071	-4.025987	358.1
53.08065	-4.027216	355.5
53.08041	-4.028026	363.5
53.08035	-4.028434	364.9
53.07984	-4.029754	377.8
53.07976	-4.030123	378.6
53.07933	-4.030439	389.9
53.07907	-4.031546	399.3
53.07841	-4.031777	419.7
53.07819	-4.033035	438.5
53.07812	-4.034525	459.4
53.07842	-4.036666	475.1
53.07854	-4.037493	486.6
53.07841	-4.038159	508.5
53.07848	-4.039655	529.4
53.07819	-4.040575	539.7
53.07774	-4.040591	552.8
53.07702	-4.041789	557.3
53.07725	-4.043143	566.2
53.07703	-4.044290	583.5
53.07673	-4.044462	592.4
53.07629	-4.046494	629.1
53.07673	-4.047075	657.2
53.07660	-4.048375	684.9
53.07677	-4.048607	692.1
53.07668	-4.049872	737.1
53.07675	-4.051331	814.7
53.07676	-4.051816	836.2
53.07697	-4.052946	863.1
53.07650	-4.054006	874.5
53.07584	-4.055841	890.5
53.07578	-4.056808	874.4
53.07561	-4.057323	853.0
53.07548	-4.058436	829.2
53.07551	-4.059371	832.2
53.07567	-4.060461	849.8
53.07571	-4.061695	843.7
53.07596	-4.064580	869.5
53.07602	-4.064993	876.4
53.07615	-4.065373	879.2
53.07618	-4.067054	919.5
53.07623	-4.068064	948.6
53.07631	-4.068852	963.5
53.07612	-4.069589	965.3
53.07601	-4.070554	976.2
53.07578	-4.072148	1011.5
53.07579	-4.072858	1023.4
53.07586	-4.073794	1032.3
53.07579	-4.074425	1039.5
53.07557	-4.075124	1038.4
53.07529	-4.075820	1037.0
53.07482	-4.077103	1021.7
53.07424	-4.078158	998.4
53.07364	-4.078912	981.0
53.07328	-4.079156	978.6
53.07266	-4.079463	969.4
53.07235	-4.079522	969.5
53.07181	-4.079347	975.1
53.07106	-4.078825	987.8
53.07051	-4.078090	997.8
53.06975	-4.077531	1023.4
53.06931	-4.077137	1031.9
53.06884	-4.076816	1043.4
53.06850	-4.076127	1044.1
53.06790	-4.076658	1042.3
53.06731	-4.077115	1017.5
53.06721	-4.076588	1004.5
53.06693	-4.076910	991.2
53.06701	-4.076317	982.7
53.06669	-4.076339	959.6
53.06692	-4.074969	937.7
53.06675	-4.073170	870.4
53.06660	-4.072566	843.3
53.06666	-4.071785	833.6
53.06667	-4.071151	824.6
53.06653	-4.070025	803.6
53.06651	-4.068904	802.8
53.06573	-4.068270	779.1
53.06526	-4.066904	773.2
53.06488	-4.066662	763.7
53.06476	-4.065985	769.2
53.06424	-4.064841	758.1
53.06374	-4.063772	743.6
53.06346	-4.063012	742.1
53.06329	-4.062967	743.0
53.06283	-4.062198	733.1
53.06232	-4.061428	733.0
53.06184	-4.060510	740.3
53.06129	-4.059998	760.7
53.06091	-4.059980	777.0
53.06059	-4.059069	793.9
53.06039	-4.058650	803.2
53.05990	-4.058328	838.0
53.05973	-4.057835	844.9
53.05932	-4.057069	856.7
53.05886	-4.056077	856.9
53.05877	-4.055103	854.9
53.05873	-4.054541	849.7
53.05836	-4.054299	860.1
53.05843	-4.053669	847.1
53.05847	-4.052775	822.4
53.05835	-4.052172	815.3
53.05809	-4.051526	791.9
53.05812	-4.051080	787.0
53.05831	-4.050417	788.8
53.05832	-4.049933	789.0
53.05890	-4.048915	767.5
53.05920	-4.048296	772.4
53.05964	-4.047719	740.3
53.05983	-4.047243	733.9
53.06004	-4.046507	725.6
53.06033	-4.046409	710.8
53.06117	-4.045143	693.7
53.06144	-4.045044	687.3
53.06249	-4.045094	631.2
53.06311	-4.044601	602.1
53.06338	-4.044651	584.6
53.06376	-4.044408	569.8
53.06415	-4.044202	553.5
53.06482	-4.044458	529.0
53.06537	-4.043812	520.2
53.06556	-4.043299	518.1
53.06640	-4.042406	496.6
53.06706	-4.042399	478.0
53.06757	-4.042610	460.6
53.06869	-4.041730	436.0
53.06908	-4.041077	434.5
53.06976	-4.040662	434.8
53.07042	-4.040096	435.3
53.07060	-4.039022	439.9
53.07057	-4.037789	442.7
53.07047	-4.035918	424.5
53.07126	-4.034612	417.2
53.07198	-4.034571	433.0
53.07215	-4.033758	419.6
53.07366	-4.029724	412.3
53.07378	-4.028872	414.0
53.07324	-4.027652	402.3
53.07303	-4.026784	404.1
53.07294	-4.025921	401.7
53.07336	-4.024448	407.5
53.07337	-4.023105	404.7
53.07342	-4.022249	404.9
53.07384	-4.021671	404.9
53.07474	-4.021303	399.7
53.07525	-4.020879	392.1
53.07623	-4.021000	391.5
53.07678	-4.021660	396.2
53.07698	-4.021819	398.2
53.07735	-4.021649	392.6
53.07767	-4.021179	382.5
53.07810	-4.020901	375.4
53.07848	-4.020844	371.7
53.07956	-4.021155	369.7
53.08039	-4.020971	365.1
53.08043	-4.021420	367.6
